None,indicator_id,region_id,date,value
0,ZSFH,99999,2023-09-30,479997.212605383
1,ZSFH,99999,2023-08-31,482637.385685941
2,ZSFH,99999,2023-07-31,484120.631163342
3,ZSFH,99999,2023-06-30,484162.565369653
4,ZSFH,99999,2023-05-31,482688.842348528
5,ZSFH,99999,2023-04-30,479452.946228324
6,ZSFH,99999,2023-03-31,477263.46086775
7,ZSFH,99999,2023-02-28,477220.374380299
8,ZSFH,99999,2023-01-31,480309.325492258
9,ZSFH,99999,2022-12-31,484724.583741457
10,ZSFH,99999,2022-11-30,488730.267400805
11,ZSFH,99999,2022-10-31,491940.364143114
12,ZSFH,99999,2022-09-30,494392.001219328
13,ZSFH,99999,2022-08-31,499063.650023232
14,ZSFH,99999,2022-07-31,503604.504916986
15,ZSFH,99999,2022-06-30,507151.13189685
16,ZSFH,99999,2022-05-31,505589.307235577
17,ZSFH,99999,2022-04-30,500688.559076738
18,ZSFH,99999,2022-03-31,493530.797541912
19,ZSFH,99999,2022-02-28,486216.60836795
20,ZSFH,99999,2022-01-31,480264.98622642
21,ZSFH,99999,2021-12-31,475081.09489274
22,ZSFH,99999,2021-11-30,471983.308006302
23,ZSFH,99999,2021-10-31,470292.180025075
24,ZSFH,99999,2021-09-30,469651.086492083
25,ZSFH,99999,2021-08-31,467441.869680814
26,ZSFH,99999,2021-07-31,460569.96129009
27,ZSFH,99999,2021-06-30,450649.869195251
28,ZSFH,99999,2021-05-31,440518.23114028
29,ZSFH,99999,2021-04-30,433017.603892376
30,ZSFH,99999,2021-03-31,424911.384735565
31,ZSFH,99999,2021-02-28,417072.180407893
32,ZSFH,99999,2021-01-31,408275.782057824
33,ZSFH,99999,2020-12-31,401000.662902793
34,ZSFH,99999,2020-11-30,393152.780198386
35,ZSFH,99999,2020-10-31,385021.593099635
36,ZSFH,99999,2020-09-30,377759.841622393
37,ZSFH,99999,2020-08-31,372075.605082337
38,ZSFH,99999,2020-07-31,369886.298544515
39,ZSFH,99999,2020-06-30,368718.301015339
40,ZSFH,99999,2020-05-31,367140.778335004
41,ZSFH,99999,2020-04-30,363539.440120673
42,ZSFH,99999,2020-03-31,359059.403987172
43,ZSFH,99999,2020-02-29,356322.334739246
44,ZSFH,99999,2020-01-31,354610.375559888
45,ZSFH,99999,2019-12-31,353869.429508543
46,ZSFH,99999,2019-11-30,351375.952640762
47,ZSFH,99999,2019-10-31,348661.026619518
48,ZSFH,99999,2019-09-30,346145.696219955
49,ZSFH,99999,2019-08-31,344931.87765496
50,ZSFH,99999,2019-07-31,343563.661064794
51,ZSFH,99999,2019-06-30,341120.058933363
52,ZSFH,99999,2019-05-31,337718.879759061
53,ZSFH,99999,2019-04-30,333838.663340649
54,ZSFH,99999,2019-03-31,330423.261002432
55,ZSFH,99999,2019-02-28,326904.49772387
56,ZSFH,99999,2019-01-31,324450.637861277
57,ZSFH,99999,2018-12-31,322065.414893245
58,ZSFH,99999,2018-11-30,320260.17343202
59,ZSFH,99999,2018-10-31,317814.104442252
60,ZSFH,99999,2018-09-30,315944.065597009
61,ZSFH,99999,2018-08-31,312754.643160215
62,ZSFH,99999,2018-07-31,309948.914917006
63,ZSFH,99999,2018-06-30,307098.368468722
64,ZSFH,99999,2018-05-31,305447.90287124
65,ZSFH,99999,2018-04-30,303073.436151285
66,ZSFH,99999,2018-03-31,299642.997451993
67,ZSFH,99999,2018-02-28,295513.937949357
68,ZSFH,99999,2018-01-31,290993.354248789
69,ZSFH,99999,2017-12-31,287108.588008703
70,ZSFH,99999,2017-11-30,283848.65404895
71,ZSFH,99999,2017-10-31,281244.669108256
72,ZSFH,99999,2017-09-30,279330.077077662
73,ZSFH,99999,2017-08-31,276192.00340119
74,ZSFH,99999,2017-07-31,273367.5346728
75,ZSFH,99999,2017-06-30,269812.246173285
76,ZSFH,99999,2017-05-31,267801.039323526
77,ZSFH,99999,2017-04-30,265982.307054486
78,ZSFH,99999,2017-03-31,265113.256878328
79,ZSFH,99999,2017-02-28,265134.904244374
80,ZSFH,99999,2017-01-31,265387.190232675
81,ZSFH,99999,2016-12-31,265193.417833429
82,ZSFH,99999,2016-11-30,263801.347893777
83,ZSFH,99999,2016-10-31,262171.207436808
84,ZSFH,99999,2016-09-30,260112.13294675
85,ZSFH,99999,2016-08-31,258456.442965441
86,ZSFH,99999,2016-07-31,256421.763645865
87,ZSFH,99999,2016-06-30,254859.628452529
88,ZSFH,99999,2016-05-31,253549.300390176
89,ZSFH,99999,2016-04-30,253904.778527515
90,ZSFH,99999,2016-03-31,254432.877825146
91,ZSFH,99999,2016-02-29,254799.217733721
92,ZSFH,99999,2016-01-31,254319.242012163
93,ZSFH,99999,2015-12-31,253640.859437868
94,ZSFH,99999,2015-11-30,252142.402530592
95,ZSFH,99999,2015-10-31,250140.451004498
96,ZSFH,99999,2015-09-30,247857.972945847
97,ZSFH,99999,2015-08-31,246157.822014073
98,ZSFH,99999,2015-07-31,244410.290105031
99,ZSFH,99999,2015-06-30,242031.359581446
100,ZSFH,99999,2015-05-31,239716.781164363
101,ZSFH,99999,2015-04-30,237641.590422142
102,ZSFH,99999,2015-03-31,236788.641064772
103,ZSFH,99999,2015-02-28,236521.583028057
104,ZSFH,99999,2015-01-31,236322.701642322
105,ZSFH,99999,2014-12-31,234951.91834982
106,ZSFH,99999,2014-11-30,232746.677680709
107,ZSFH,99999,2014-10-31,230402.424730962
108,ZSFH,99999,2014-09-30,229253.183896267
109,ZSFH,99999,2014-08-31,228495.467763847
110,ZSFH,99999,2014-07-31,228568.332914334
111,ZSFH,99999,2014-06-30,227647.084047637
112,ZSFH,99999,2014-05-31,226614.711562009
113,ZSFH,99999,2014-04-30,224555.890535193
114,ZSFH,99999,2014-03-31,223026.693387867
115,ZSFH,99999,2014-02-28,221642.904963764
116,ZSFH,99999,2014-01-31,220067.778518489
117,ZSFH,99999,2013-12-31,218495.393153838
118,ZSFH,99999,2013-11-30,216769.030032762
119,ZSFH,99999,2013-10-31,215349.682184829
120,ZSFH,99999,2013-09-30,213115.830279147
121,ZSFH,99999,2013-08-31,211169.169483794
122,ZSFH,99999,2013-07-31,209015.093819458
123,ZSFH,99999,2013-06-30,206958.071389176
124,ZSFH,99999,2013-05-31,203594.193866604
125,ZSFH,99999,2013-04-30,199520.622248338
126,ZSFH,99999,2013-03-31,195942.666028077
127,ZSFH,99999,2013-02-28,193584.723342573
128,ZSFH,99999,2013-01-31,192077.350920112
129,ZSFH,99999,2012-12-31,191068.474702729
130,ZSFH,99999,2012-11-30,189762.190394059
131,ZSFH,99999,2012-10-31,189029.683013878
132,ZSFH,99999,2012-09-30,188237.749485998
133,ZSFH,99999,2012-08-31,188062.535162981
134,ZSFH,99999,2012-07-31,187934.270217776
135,ZSFH,99999,2012-06-30,187589.996109361
136,ZSFH,99999,2012-05-31,186709.01146308
137,ZSFH,99999,2012-04-30,184827.038464502
138,ZSFH,99999,2012-03-31,182648.763233488
139,ZSFH,99999,2012-02-29,179607.114994984
140,ZSFH,99999,2012-01-31,177722.521552663
141,ZSFH,99999,2011-12-31,176572.70836723
142,ZSFH,99999,2011-11-30,176991.629567505
143,ZSFH,99999,2011-10-31,177724.226023446
144,ZSFH,99999,2011-09-30,178262.461908414
145,ZSFH,99999,2011-08-31,178702.374102853
146,ZSFH,99999,2011-07-31,178744.414843385
147,ZSFH,99999,2011-06-30,178901.206934311
148,ZSFH,99999,2011-05-31,179289.161997593
149,ZSFH,99999,2011-04-30,180587.523263444
150,ZSFH,99999,2011-03-31,183275.247701122
151,ZSFH,99999,2011-02-28,189304.157449054
152,ZSFH,99999,2011-01-31,194565.315365734
153,ZSFH,99999,2010-12-31,198617.347522907
154,ZSFH,99999,2010-11-30,198852.537259313
155,ZSFH,99999,2010-10-31,199582.065981694
156,ZSFH,99999,2010-09-30,200421.728431096
157,ZSFH,99999,2010-08-31,201828.497401453
158,ZSFH,99999,2010-07-31,202324.950277027
159,ZSFH,99999,2010-06-30,202864.142755364
160,ZSFH,99999,2010-05-31,203102.028934115
161,ZSFH,99999,2010-04-30,203707.793860808
162,ZSFH,99999,2010-03-31,204249.745532989
163,ZSFH,99999,2010-02-28,205448.691084137
164,ZSFH,99999,2010-01-31,206775.131619186
165,ZSFH,99999,2009-12-31,207749.19863966
166,ZSFH,99999,2009-11-30,207425.604345494
167,ZSFH,99999,2009-10-31,206352.499012768
168,ZSFH,99999,2009-09-30,203858.14074901
169,ZSFH,99999,2009-08-31,203002.572929419
170,ZSFH,99999,2009-07-31,203418.268058042
171,ZSFH,99999,2009-06-30,206257.738083689
172,ZSFH,99999,2009-05-31,208409.425474932
173,ZSFH,99999,2009-04-30,210195.501317321
174,ZSFH,99999,2009-03-31,211209.571886495
175,ZSFH,99999,2009-02-28,211656.762111141
176,ZSFH,99999,2009-01-31,211843.075546077
177,ZSFH,99999,2008-12-31,219776.0
178,ZSFH,99999,2008-11-30,220347.0
179,ZSFH,99999,2008-10-31,220771.0
180,ZSFH,99999,2008-09-30,221228.0
181,ZSFH,99999,2008-08-31,221310.0
182,ZSFH,99999,2008-07-31,221684.0
183,ZSFH,99999,2008-06-30,220484.0
184,ZSFH,99999,2008-05-31,221028.0
185,ZSFH,99999,2008-04-30,221053.0
186,ZSFH,99999,2008-03-31,222485.0
187,ZSFH,99999,2008-02-29,222009.0
188,ZSFH,99999,2008-01-31,220783.0
189,ZSFH,99999,2007-12-31,219191.0
190,ZSFH,99999,2007-11-30,217548.0
191,ZSFH,99999,2007-10-31,216690.0
192,ZSFH,99999,2007-09-30,218624.0
193,ZSFH,99999,2007-08-31,220110.0
194,ZSFH,99999,2007-07-31,219686.0
195,ZSFH,99999,2007-06-30,217035.0
196,ZSFH,99999,2007-05-31,213196.0
197,ZSFH,99999,2007-04-30,210060.0
198,ZSFH,99999,2007-03-31,205268.0
199,ZSFH,99999,2007-02-28,202023.0
200,ZSFH,99999,2007-01-31,200260.0
201,ZSFH,99999,2006-12-31,198535.0
202,ZSFH,99999,2006-11-30,197924.0
203,ZSFH,99999,2006-10-31,196573.0
204,ZSFH,99999,2006-09-30,193744.0
205,ZSFH,99999,2006-08-31,189865.0
206,ZSFH,99999,2006-07-31,187126.0
207,ZSFH,99999,2006-06-30,187415.0
208,ZSFH,99999,2006-05-31,188323.0
209,ZSFH,99999,2006-04-30,188989.0
210,ZSFH,99999,2006-03-31,188116.0
211,ZSFH,99999,2006-02-28,186794.0
212,ZSFH,99999,2006-01-31,184637.0
213,ZSFH,99999,2005-12-31,183392.0
214,ZSFH,99999,2005-11-30,181214.0
215,ZSFH,99999,2005-10-31,179215.0
216,ZSFH,99999,2005-09-30,177270.0
217,ZSFH,99999,2005-08-31,176223.0
218,ZSFH,99999,2005-07-31,174991.0
219,ZSFH,99999,2005-06-30,172571.0
220,ZSFH,99999,2005-05-31,169868.0
221,ZSFH,99999,2005-04-30,167105.0
222,ZSFH,99999,2005-03-31,165721.0
223,ZSFH,99999,2005-02-28,164998.0
224,ZSFH,99999,2005-01-31,164988.0
225,ZSFH,99998,2023-09-30,426995.523923246
226,ZSFH,99998,2023-08-31,428335.289454731
227,ZSFH,99998,2023-07-31,429230.062744902
228,ZSFH,99998,2023-06-30,430101.984596684
229,ZSFH,99998,2023-05-31,429704.596309829
230,ZSFH,99998,2023-04-30,429213.019021862
231,ZSFH,99998,2023-03-31,427897.065564526
232,ZSFH,99998,2023-02-28,429828.426261057
233,ZSFH,99998,2023-01-31,432819.863168031
234,ZSFH,99998,2022-12-31,436629.637119662
235,ZSFH,99998,2022-11-30,437566.872328915
236,ZSFH,99998,2022-10-31,439047.998966927
237,ZSFH,99998,2022-09-30,441928.900460872
238,ZSFH,99998,2022-08-31,446876.372861643
239,ZSFH,99998,2022-07-31,450810.476804349
240,ZSFH,99998,2022-06-30,450665.094739377
241,ZSFH,99998,2022-05-31,446295.407337382
242,ZSFH,99998,2022-04-30,438285.395481026
243,ZSFH,99998,2022-03-31,429367.120386339
244,ZSFH,99998,2022-02-28,419470.160050946
245,ZSFH,99998,2022-01-31,412713.228543162
246,ZSFH,99998,2021-12-31,407816.551431056
247,ZSFH,99998,2021-11-30,404266.385175569
248,ZSFH,99998,2021-10-31,399707.131625739
249,ZSFH,99998,2021-09-30,394290.019431644
250,ZSFH,99998,2021-08-31,389353.183231381
251,ZSFH,99998,2021-07-31,384039.930562904
252,ZSFH,99998,2021-06-30,377837.39530643
253,ZSFH,99998,2021-05-31,370925.248329612
254,ZSFH,99998,2021-04-30,363228.321578666
255,ZSFH,99998,2021-03-31,355230.102993203
256,ZSFH,99998,2021-02-28,347304.263497173
257,ZSFH,99998,2021-01-31,338673.660050742
258,ZSFH,99998,2020-12-31,329376.331073461
259,ZSFH,99998,2020-11-30,320538.408097751
260,ZSFH,99998,2020-10-31,312972.036160555
261,ZSFH,99998,2020-09-30,307277.94420773
262,ZSFH,99998,2020-08-31,301803.800182503
263,ZSFH,99998,2020-07-31,297407.615603881
264,ZSFH,99998,2020-06-30,294396.003538634
265,ZSFH,99998,2020-05-31,291280.275608893
266,ZSFH,99998,2020-04-30,288617.470050174
267,ZSFH,99998,2020-03-31,286787.692424428
268,ZSFH,99998,2020-02-29,286708.399045177
269,ZSFH,99998,2020-01-31,286417.303985962
270,ZSFH,99998,2019-12-31,284985.303941706
271,ZSFH,99998,2019-11-30,282804.528545906
272,ZSFH,99998,2019-10-31,280738.870200806
273,ZSFH,99998,2019-09-30,279087.148381191
274,ZSFH,99998,2019-08-31,278109.264740538
275,ZSFH,99998,2019-07-31,277117.378862803
276,ZSFH,99998,2019-06-30,276131.38364347
277,ZSFH,99998,2019-05-31,274844.133679013
278,ZSFH,99998,2019-04-30,273511.814781491
279,ZSFH,99998,2019-03-31,272338.673049041
280,ZSFH,99998,2019-02-28,272323.331178467
281,ZSFH,99998,2019-01-31,272810.727992044
282,ZSFH,99998,2018-12-31,272465.059690761
283,ZSFH,99998,2018-11-30,270268.029631151
284,ZSFH,99998,2018-10-31,267490.0612388
285,ZSFH,99998,2018-09-30,265083.21639425
286,ZSFH,99998,2018-08-31,261921.352605898
287,ZSFH,99998,2018-07-31,258696.797947807
288,ZSFH,99998,2018-06-30,256179.266629406
289,ZSFH,99998,2018-05-31,254387.441264438
290,ZSFH,99998,2018-04-30,252451.509680942
291,ZSFH,99998,2018-03-31,250266.83234155
292,ZSFH,99998,2018-02-28,248634.90819762
293,ZSFH,99998,2018-01-31,247428.017249322
294,ZSFH,99998,2017-12-31,246036.24985889
295,ZSFH,99998,2017-11-30,244965.229849271
296,ZSFH,99998,2017-10-31,244342.068419147
297,ZSFH,99998,2017-09-30,243997.248505594
298,ZSFH,99998,2017-08-31,243183.66231954
299,ZSFH,99998,2017-07-31,242003.123389287
300,ZSFH,99998,2017-06-30,240756.277805425
301,ZSFH,99998,2017-05-31,239256.771419729
302,ZSFH,99998,2017-04-30,238225.674058716
303,ZSFH,99998,2017-03-31,237509.620261032
304,ZSFH,99998,2017-02-28,237750.689193634
305,ZSFH,99998,2017-01-31,237708.132101885
306,ZSFH,99998,2016-12-31,237238.880773974
307,ZSFH,99998,2016-11-30,236359.932396415
308,ZSFH,99998,2016-10-31,235542.038808869
309,ZSFH,99998,2016-09-30,234709.366673744
310,ZSFH,99998,2016-08-31,234241.722941335
311,ZSFH,99998,2016-07-31,233395.365875239
312,ZSFH,99998,2016-06-30,232456.525770184
313,ZSFH,99998,2016-05-31,231294.07653179
314,ZSFH,99998,2016-04-30,231019.774569239
315,ZSFH,99998,2016-03-31,231474.070407953
316,ZSFH,99998,2016-02-29,231452.451285913
317,ZSFH,99998,2016-01-31,230513.64807654
318,ZSFH,99998,2015-12-31,229395.805555058
319,ZSFH,99998,2015-11-30,228740.901027187
320,ZSFH,99998,2015-10-31,228477.802794462
321,ZSFH,99998,2015-09-30,227284.135417494
322,ZSFH,99998,2015-08-31,225545.036648334
323,ZSFH,99998,2015-07-31,223217.803781601
324,ZSFH,99998,2015-06-30,221277.081592668
325,ZSFH,99998,2015-05-31,219300.410426712
326,ZSFH,99998,2015-04-30,217185.755187185
327,ZSFH,99998,2015-03-31,214344.979313077
328,ZSFH,99998,2015-02-28,212508.688275583
329,ZSFH,99998,2015-01-31,211511.585213057
330,ZSFH,99998,2014-12-31,212213.489157963
331,ZSFH,99998,2014-11-30,213022.70378778
332,ZSFH,99998,2014-10-31,213524.194201149
333,ZSFH,99998,2014-09-30,212917.256852759
334,ZSFH,99998,2014-08-31,211721.219059595
335,ZSFH,99998,2014-07-31,210255.622854174
336,ZSFH,99998,2014-06-30,208674.600132665
337,ZSFH,99998,2014-05-31,207759.27980292
338,ZSFH,99998,2014-04-30,206936.788740008
339,ZSFH,99998,2014-03-31,206725.970735956
340,ZSFH,99998,2014-02-28,207124.11258436
341,ZSFH,99998,2014-01-31,207810.709677259
342,ZSFH,99998,2013-12-31,209305.712850461
343,ZSFH,99998,2013-11-30,209933.105467693
344,ZSFH,99998,2013-10-31,210631.395090235
345,ZSFH,99998,2013-09-30,210238.056020391
346,ZSFH,99998,2013-08-31,209833.274420784
347,ZSFH,99998,2013-07-31,209396.584955907
348,ZSFH,99998,2013-06-30,208727.963353606
349,ZSFH,99998,2013-05-31,207778.263118551
350,ZSFH,99998,2013-04-30,206216.540803013
351,ZSFH,99998,2013-03-31,204706.178319154
352,ZSFH,99998,2013-02-28,203948.444246696
353,ZSFH,99998,2013-01-31,204416.008655031
354,ZSFH,99998,2012-12-31,205847.744912327
355,ZSFH,99998,2012-11-30,206786.850795502
356,ZSFH,99998,2012-10-31,207467.796627572
357,ZSFH,99998,2012-09-30,207706.826090771
358,ZSFH,99998,2012-08-31,207323.386491611
359,ZSFH,99998,2012-07-31,206512.279798784
360,ZSFH,99998,2012-06-30,205170.830553185
361,ZSFH,99998,2012-05-31,204169.349612981
362,ZSFH,99998,2012-04-30,202635.86353294
363,ZSFH,99998,2012-03-31,200925.853429667
364,ZSFH,99998,2012-02-29,198381.266159685
365,ZSFH,99998,2012-01-31,195953.697752521
366,ZSFH,99998,2011-12-31,194000.845228509
367,ZSFH,99998,2011-11-30,192873.745425125
368,ZSFH,99998,2011-10-31,192743.161924458
369,ZSFH,99998,2011-09-30,193291.217765217
370,ZSFH,99998,2011-08-31,194309.024571454
371,ZSFH,99998,2011-07-31,195189.790001594
372,ZSFH,99998,2011-06-30,195547.665192443
373,ZSFH,99998,2011-05-31,195803.712127369
374,ZSFH,99998,2011-04-30,196116.845676549
375,ZSFH,99998,2011-03-31,195808.366701531
376,ZSFH,99998,2011-02-28,193275.63162562
377,ZSFH,99998,2011-01-31,190581.927711929
378,ZSFH,99998,2010-12-31,188746.708830665
379,ZSFH,99998,2010-11-30,188666.54341286
380,ZSFH,99998,2010-10-31,188836.675027449
381,ZSFH,99998,2010-09-30,188695.755105106
382,ZSFH,99998,2010-08-31,189275.516930922
383,ZSFH,99998,2010-07-31,189291.302713402
384,ZSFH,99998,2010-06-30,189248.580460071
385,ZSFH,99998,2010-05-31,188635.381611192
386,ZSFH,99998,2010-04-30,187841.218990078
387,ZSFH,99998,2010-03-31,187707.075969627
388,ZSFH,99998,2010-02-28,188396.210085411
389,ZSFH,99998,2010-01-31,189481.088287372
390,ZSFH,99998,2009-12-31,190909.624481573
391,ZSFH,99998,2009-11-30,191319.94456288
392,ZSFH,99998,2009-10-31,192210.494531481
393,ZSFH,99998,2009-09-30,193082.317899052
394,ZSFH,99998,2009-08-31,194548.016965425
395,ZSFH,99998,2009-07-31,196565.846498568
396,ZSFH,99998,2009-06-30,198183.153786446
397,ZSFH,99998,2009-05-31,199519.094578961
398,ZSFH,99998,2009-04-30,200436.886490084
399,ZSFH,99998,2009-03-31,200599.470361554
400,ZSFH,99998,2009-02-28,200982.169775419
401,ZSFH,99998,2009-01-31,200392.599841547
402,ZSFH,99998,2008-12-31,189779.0
403,ZSFH,99998,2008-11-30,191628.0
404,ZSFH,99998,2008-10-31,193158.0
405,ZSFH,99998,2008-09-30,192929.0
406,ZSFH,99998,2008-08-31,192752.0
407,ZSFH,99998,2008-07-31,192306.0
408,ZSFH,99998,2008-06-30,192355.0
409,ZSFH,99998,2008-05-31,193154.0
410,ZSFH,99998,2008-04-30,193273.0
411,ZSFH,99998,2008-03-31,194189.0
412,ZSFH,99998,2008-02-29,193707.0
413,ZSFH,99998,2008-01-31,193852.0
414,ZSFH,99998,2007-12-31,193742.0
415,ZSFH,99998,2007-11-30,193625.0
416,ZSFH,99998,2007-10-31,193201.0
417,ZSFH,99998,2007-09-30,193523.0
418,ZSFH,99998,2007-08-31,193830.0
419,ZSFH,99998,2007-07-31,194348.0
420,ZSFH,99998,2007-06-30,193906.0
421,ZSFH,99998,2007-05-31,193119.0
422,ZSFH,99998,2007-04-30,191318.0
423,ZSFH,99998,2007-03-31,189874.0
424,ZSFH,99998,2007-02-28,188522.0
425,ZSFH,99998,2007-01-31,187431.0
426,ZSFH,99998,2006-12-31,185582.0
427,ZSFH,99998,2006-11-30,183277.0
428,ZSFH,99998,2006-10-31,180541.0
429,ZSFH,99998,2006-09-30,177900.0
430,ZSFH,99998,2006-08-31,176678.0
431,ZSFH,99998,2006-07-31,176427.0
432,ZSFH,99998,2006-06-30,175571.0
433,ZSFH,99998,2006-05-31,172994.0
434,ZSFH,99998,2006-04-30,170344.0
435,ZSFH,99998,2006-03-31,167668.0
436,ZSFH,99998,2006-02-28,165442.0
437,ZSFH,99998,2006-01-31,162702.0
438,ZSFH,99998,2005-12-31,160948.0
439,ZSFH,99998,2005-11-30,159447.0
440,ZSFH,99998,2005-10-31,158513.0
441,ZSFH,99998,2005-09-30,157658.0
442,ZSFH,99998,2005-08-31,156047.0
443,ZSFH,99998,2005-07-31,153899.0
444,ZSFH,99998,2005-06-30,152600.0
445,ZSFH,99998,2005-05-31,152634.0
446,ZSFH,99998,2005-04-30,153370.0
447,ZSFH,99998,2005-03-31,154150.0
448,ZSFH,99998,2005-02-28,154467.0
449,ZSFH,99998,2005-01-31,155340.0
450,ZSFH,99997,2022-02-28,358088.0
451,ZSFH,99997,2022-01-31,353821.0
452,ZSFH,99997,2021-12-31,347393.0
453,ZSFH,99997,2021-11-30,343565.0
454,ZSFH,99997,2021-10-31,341212.0
455,ZSFH,99997,2021-09-30,337105.0
456,ZSFH,99997,2021-08-31,325363.0
457,ZSFH,99997,2021-07-31,317573.0
458,ZSFH,99997,2021-06-30,307204.0
459,ZSFH,99997,2021-05-31,304776.0
460,ZSFH,99997,2021-04-30,312272.0
461,ZSFH,99997,2021-03-31,316705.0
462,ZSFH,99997,2021-02-28,303909.0
463,ZSFH,99997,2021-01-31,306196.0
464,ZSFH,99997,2020-12-31,298951.0
465,ZSFH,99997,2020-11-30,293081.0
466,ZSFH,99997,2020-10-31,295995.0
467,ZSFH,99997,2020-09-30,299890.0
468,ZSFH,99997,2020-08-31,301682.0
469,ZSFH,99997,2020-07-31,284740.0
470,ZSFH,99997,2020-06-30,296682.0
471,ZSFH,99997,2020-05-31,289211.0
472,ZSFH,99997,2020-04-30,290721.0
473,ZSFH,99997,2020-03-31,291574.0
474,ZSFH,99997,2020-02-29,292572.0
475,ZSFH,99997,2020-01-31,292643.0
476,ZSFH,99997,2019-12-31,293197.0
477,ZSFH,99997,2019-11-30,291905.0
478,ZSFH,99997,2019-10-31,290949.0
479,ZSFH,99997,2019-09-30,289227.0
480,ZSFH,99997,2019-08-31,287519.0
481,ZSFH,99997,2019-07-31,285343.0
482,ZSFH,99997,2019-06-30,281579.0
483,ZSFH,99997,2019-05-31,278565.0
484,ZSFH,99997,2019-04-30,276179.0
485,ZSFH,99997,2019-03-31,274981.0
486,ZSFH,99997,2019-02-28,272581.0
487,ZSFH,99997,2019-01-31,270865.0
488,ZSFH,99997,2018-12-31,268621.0
489,ZSFH,99997,2018-11-30,267671.0
490,ZSFH,99997,2018-10-31,265982.0
491,ZSFH,99997,2018-09-30,264979.0
492,ZSFH,99997,2018-08-31,263582.0
493,ZSFH,99997,2018-07-31,263904.0
494,ZSFH,99997,2018-06-30,265633.0
495,ZSFH,99997,2018-05-31,265369.0
496,ZSFH,99997,2018-04-30,263607.0
497,ZSFH,99997,2018-03-31,260468.0
498,ZSFH,99997,2018-02-28,258140.0
499,ZSFH,99997,2018-01-31,255883.0
500,ZSFH,99997,2017-12-31,253146.0
501,ZSFH,99997,2017-11-30,251721.0
502,ZSFH,99997,2017-10-31,249891.0
503,ZSFH,99997,2017-09-30,248058.0
504,ZSFH,99997,2017-08-31,246292.0
505,ZSFH,99997,2017-07-31,243629.0
506,ZSFH,99997,2017-06-30,241339.0
507,ZSFH,99997,2017-05-31,238856.0
508,ZSFH,99997,2017-04-30,237041.0
509,ZSFH,99997,2017-03-31,234616.0
510,ZSFH,99997,2017-02-28,232718.0
511,ZSFH,99997,2017-01-31,230892.0
512,ZSFH,99997,2016-12-31,229001.0
513,ZSFH,99997,2016-11-30,226434.0
514,ZSFH,99997,2016-10-31,224685.0
515,ZSFH,99997,2016-09-30,222564.0
516,ZSFH,99997,2016-08-31,220526.0
517,ZSFH,99997,2016-07-31,217601.0
518,ZSFH,99997,2016-06-30,215252.0
519,ZSFH,99997,2016-05-31,213891.0
520,ZSFH,99997,2016-04-30,212577.0
521,ZSFH,99997,2016-03-31,212775.0
522,ZSFH,99997,2016-02-29,211513.0
523,ZSFH,99997,2016-01-31,210349.0
524,ZSFH,99997,2015-12-31,208236.0
525,ZSFH,99997,2015-11-30,205967.0
526,ZSFH,99997,2015-10-31,204205.0
527,ZSFH,99997,2015-09-30,203502.0
528,ZSFH,99997,2015-08-31,203001.0
529,ZSFH,99997,2015-07-31,202786.0
530,ZSFH,99997,2015-06-30,200590.0
531,ZSFH,99997,2015-05-31,197933.0
532,ZSFH,99997,2015-04-30,195142.0
533,ZSFH,99997,2015-03-31,192889.0
534,ZSFH,99997,2015-02-28,192088.0
535,ZSFH,99997,2015-01-31,190836.0
536,ZSFH,99997,2014-12-31,190184.0
537,ZSFH,99997,2014-11-30,189522.0
538,ZSFH,99997,2014-10-31,188164.0
539,ZSFH,99997,2014-09-30,186483.0
540,ZSFH,99997,2014-08-31,184590.0
541,ZSFH,99997,2014-07-31,183313.0
542,ZSFH,99997,2014-06-30,182996.0
543,ZSFH,99997,2014-05-31,182192.0
544,ZSFH,99997,2014-04-30,181955.0
545,ZSFH,99997,2014-03-31,180771.0
546,ZSFH,99997,2014-02-28,179841.0
547,ZSFH,99997,2014-01-31,178478.0
548,ZSFH,99997,2013-12-31,177337.0
549,ZSFH,99997,2013-11-30,176360.0
550,ZSFH,99997,2013-10-31,175552.0
551,ZSFH,99997,2013-09-30,175147.0
552,ZSFH,99997,2013-08-31,174625.0
553,ZSFH,99997,2013-07-31,173755.0
554,ZSFH,99997,2013-06-30,172282.0
555,ZSFH,99997,2013-05-31,171638.0
556,ZSFH,99997,2013-04-30,171105.0
557,ZSFH,99997,2013-03-31,170240.0
558,ZSFH,99997,2013-02-28,168264.0
559,ZSFH,99997,2013-01-31,167060.0
560,ZSFH,99997,2012-12-31,165841.0
561,ZSFH,99997,2012-11-30,165028.0
562,ZSFH,99997,2012-10-31,163751.0
563,ZSFH,99997,2012-09-30,162359.0
564,ZSFH,99997,2012-08-31,161232.0
565,ZSFH,99997,2012-07-31,160989.0
566,ZSFH,99997,2012-06-30,161450.0
567,ZSFH,99997,2012-05-31,161609.0
568,ZSFH,99997,2012-04-30,160321.0
569,ZSFH,99997,2012-03-31,160106.0
570,ZSFH,99997,2012-02-29,159703.0
571,ZSFH,99997,2012-01-31,160448.0
572,ZSFH,99997,2011-12-31,160415.0
573,ZSFH,99997,2011-11-30,160686.0
574,ZSFH,99997,2011-10-31,161397.0
575,ZSFH,99997,2011-09-30,162267.0
576,ZSFH,99997,2011-08-31,162040.0
