,Total Monthly Income Amount,Total Monthly Income Amount
,mean,median
Year,,
2019,9542.21613790029,7937.0
2020,8635.992821915133,7004.0
2021,9501.891337954421,7454.0
2022,10530.607992903957,8570.0
